x,y,Total number of holdings (c288),Total Area (c1),Total Crops & Fallow (c35),Rough Grazing Area (c7),Woodland on holding (c8)
388000,236000,10.8,227.6,6.2,0,2.2
388000,238000,7.1,300.3,12,0,2.8
388000,240000,3.3,344.1,20.7,0,1.1
388000,242000,5.6,308.4,16.9,1.7,1
388000,244000,0,0,0,0,0
390000,78000,1.5,335,14.8,22.2,0.3
390000,80000,2.3,358.6,5.8,50.3,0
390000,82000,2.3,358.6,2.9,125.2,0
390000,84000,1.6,226.4,4.9,25.2,0.1
390000,86000,1.3,141.2,4,24.6,0.2
390000,88000,0,0,0,0,0
390000,90000,0,0,0,0,0
390000,92000,1.7,117.7,3.3,0,3.8
390000,94000,1.7,153.5,5.8,0,3.8
390000,96000,4.3,380.6,17.1,0.7,8.1
390000,98000,5,500.3,18.5,0,19.6
390000,100000,5.1,555.3,20.4,0,12.9
390000,102000,3,283.4,11.5,6.4,3.5
390000,104000,3.5,320.4,17.1,5,7.2
390000,106000,4.5,337.8,17.6,3,9.5
390000,108000,2.5,304.5,19,1.5,7.4
390000,110000,3.2,462,27.6,2.8,8
390000,112000,4,410.9,26.2,8.7,20.6
390000,114000,3,308.2,19.6,6.6,15.5
390000,116000,2.6,219.6,9.6,19.2,2.7
390000,118000,5,343.8,12,21.2,5.7
390000,120000,7.4,342.9,9.7,0,8.2
390000,122000,6.2,299.1,8.4,45.8,6.6
390000,124000,3.9,211.4,5.9,95.9,3.3
390000,126000,6,354.9,6.6,6.9,13.2
390000,128000,3.3,336.1,10.2,13.8,4.5
390000,130000,0,0,0,0,0
390000,132000,0,0,0,0,0
390000,134000,6,1712.9,87.7,157.6,0
390000,136000,1.7,385.5,19.2,57.4,0.9
390000,138000,3.2,680.5,35.7,132.3,14.2
390000,140000,3.7,600.7,31.6,0,37
390000,142000,3.5,620,31.9,142.9,25.8
390000,144000,0.8,169.8,8.6,13.9,0.8
390000,146000,0,0,0,0,0
390000,148000,0,0,0,0,0
390000,150000,4.6,249.6,8.2,0,0.9
390000,152000,6.1,390.6,14.5,15.8,1.1
390000,154000,7.7,450.3,16.5,0,7.8
390000,156000,4.8,212.8,5.3,0,5.1
390000,158000,12.7,320.1,3.3,0.2,0.2
390000,160000,7.1,335.3,5.2,0,1.5
390000,162000,5.9,271.2,3.2,0,2.3
390000,164000,3.9,180.8,2.2,3.3,1.5
390000,166000,7.1,397,8.8,5.7,4
390000,168000,6.4,432.3,13.3,7.2,5.1
390000,170000,6.7,430.3,14.8,5.2,4
390000,172000,8,257,10.9,0,0
390000,174000,4.6,279.5,15.4,10.4,2.6
390000,176000,9,375,15,2.6,3.4
390000,178000,9.3,472.6,19.1,5.1,6.8
390000,180000,4.1,233.7,8.1,2.4,2.9
390000,182000,5.8,357.5,13.9,1,3.3
390000,184000,6.1,383.2,11.7,2.2,3.6
390000,186000,4.5,272.5,10.3,1,3.8
390000,188000,2.5,202.6,12.4,0,5.7
390000,190000,3.9,361.6,14.6,18,3.7
390000,192000,5,498.4,16.1,16.2,2.1
390000,194000,3.9,416.3,18.7,7.5,2.9
390000,196000,2.3,330.4,26.8,0.5,2.3
390000,198000,1.8,314.6,26.6,0.9,1
390000,200000,3.5,94.9,3.8,0,9.4
390000,202000,15.4,435.2,23.4,185.3,34.7
390000,204000,9,393.5,12.9,0,15.5
390000,206000,9,393.5,12.9,62,15.5
390000,208000,5,671.3,29.7,9.9,82.5
390000,210000,4.3,484.1,22.1,6.6,53.2
390000,212000,5,204.3,9,0,1.6
390000,214000,8,367.4,15.9,73.8,0.6
390000,216000,15,302.5,10.1,7.3,2.7
390000,218000,13.5,341.4,11.9,7.3,2.1
390000,220000,10.5,259.3,10.8,0,1.3
390000,222000,10.4,232.7,9.6,0,3.4
390000,224000,8.2,257.7,11.9,0,5.4
390000,226000,9,248.2,11.9,0,0.7
390000,228000,6.8,280.4,7.9,0,0.8
390000,230000,6.2,294.3,9.4,1.1,0.4
390000,232000,2.1,98.1,3.1,0.4,0.1
390000,234000,10.9,295.3,10.1,3.6,0.9
390000,236000,10.8,244.5,7.2,1.2,1.9
390000,238000,7.1,300.3,12,0,2.8
390000,240000,7.2,424.1,16.6,0,2.2
390000,242000,6.3,249.3,12.7,0.6,1.3
390000,244000,6.8,330.6,22.7,2.8,0.3
392000,76000,0.8,69,1.8,0,0.5
392000,78000,3.6,481.8,16.9,61.8,1
392000,80000,5.1,413,9.3,25.2,0.7
392000,82000,5.2,311.6,4.3,48.5,1
392000,84000,2.6,219.1,0,98.1,0.4
392000,86000,2.2,173.5,5.9,0,3
392000,88000,2.6,158.7,1.9,37.1,5.8
392000,90000,3.9,238.1,3.8,37.1,8.6
392000,92000,5.5,326.9,10.8,0,0.4
392000,94000,4.1,161.2,6,0,2.9
392000,96000,3.6,122.8,4.5,0,1.9
392000,98000,4.7,387.3,14.3,0,14
392000,100000,5,551.3,21.4,17.4,18.6
392000,102000,0.7,178.6,8.8,0,0
392000,104000,3.1,321.3,20.1,2.6,4.4
392000,106000,0.8,154.6,8.9,5,0.6
392000,108000,0.8,154.6,8.9,5,0.6
392000,110000,2.7,630.1,34.6,5.3,2.6
392000,112000,3.7,465.7,28.3,7.9,16.1
392000,114000,3.3,347.3,20.4,4.4,10.7
392000,116000,2.2,217.1,10.4,38.1,1.4
392000,118000,3.3,345.4,14.4,154,4.4
392000,120000,2,210.7,8.4,45,4
392000,122000,2.5,181.9,5.9,0,2.4
392000,124000,2.1,125.6,3.5,0,1.2
392000,126000,4.4,395.8,12.9,1.6,28.9
392000,128000,3.3,336.1,10.2,13.8,4.5
392000,130000,3,312.1,10.5,1.6,28
392000,132000,0,0,0,0,0
392000,134000,0,0,0,0,0
392000,136000,0.5,102.7,4.9,11.5,0.1
392000,138000,2,410.8,19.5,46,0.4
392000,140000,2,462.9,23.7,0,1.5
392000,142000,1.5,360.2,18.9,34.4,1.4
392000,144000,1.5,349.9,18,13.9,1.5
392000,146000,0,0,0,0,0
392000,148000,0,0,0,0,0
392000,150000,3.8,265.9,10.4,0,0.7
392000,152000,3.1,282.1,12.5,0,0.4
392000,154000,7.1,529.6,21.5,63.7,3.2
392000,156000,4.6,264,7.9,0.1,0.3
392000,158000,11.6,465.5,6.9,0.2,0.4
392000,160000,10.5,386.9,8,15.7,0.4
392000,162000,8.5,367.9,5.2,3.3,2.4
392000,164000,7.9,361.6,4.3,3.3,3
392000,166000,7.1,397,8.8,8.1,4
392000,168000,4.9,274.1,7.7,6.4,2.7
392000,170000,6.7,231.6,4.2,6.5,0.7
392000,172000,1.7,57.9,1.1,1.6,0.2
392000,174000,4.5,223.1,13.8,0,0
392000,176000,10.6,310.3,10.2,0,3.1
392000,178000,9.4,405.9,16.5,4.3,8.6
392000,180000,7.9,420.8,14.7,3.7,6.3
392000,182000,6.6,355.1,10.3,1.5,1.6
392000,184000,6.8,364.6,9.1,2,1.5
392000,186000,6.4,234.4,8.1,1,0.8
392000,188000,6.4,390.9,11.6,1.6,3.1
392000,190000,2.2,180.3,11.6,0,6
392000,192000,3.9,390.7,18.3,5.4,2.1
392000,194000,1.3,357.6,22.4,0,3.6
392000,196000,0.8,168.1,12.3,0.2,1.2
392000,198000,1.4,236,20,0.7,0.8
392000,200000,2.6,366.3,29.3,0.2,1.2
392000,202000,3.7,290.1,18.3,0,4.5
392000,204000,8.4,408.8,14,69,22.5
392000,206000,7.7,424,15,76.1,29.5
392000,208000,5,671.3,29.7,71.8,82.5
392000,210000,2.9,298.5,14.8,3.3,35.7
392000,212000,4,215,12,0,18.9
392000,214000,5.7,262.4,10.7,17.9,5.2
392000,216000,10,271.5,13.8,18,13.1
392000,218000,16.5,354.2,9.9,22,3.1
392000,220000,0,0,0,0,0
392000,222000,0,0,0,0,0
392000,224000,9.7,190.3,7.6,1.5,0
392000,226000,10.6,308,9,1.5,0.2
392000,228000,6,291.1,6.5,0,0.8
392000,230000,7.1,341.7,9.5,0.7,0.7
392000,232000,4.1,196.2,6.2,0.7,0.3
392000,234000,9.6,343.8,11.3,1.9,0.7
392000,236000,10.9,295.3,10.1,1.2,0.9
392000,238000,3.2,209.7,9.8,0,3.7
392000,240000,8.3,356.4,11.4,0,0.7
392000,242000,7.3,547.1,38.5,28.6,2.9
392000,244000,7.1,287.7,20.3,29.2,2.1
394000,76000,1.7,138,1.8,39.6,0.9
394000,78000,3.4,275.9,7.3,0,1.8
394000,80000,3.8,284.9,7.6,0,1.6
394000,82000,3.4,275.9,3.7,79.2,1.8
394000,84000,2.1,210.2,1.8,73.9,0.7
394000,86000,1.7,188.3,0,98.5,0.3
394000,88000,4.4,285.2,0,136,8.7
394000,90000,0,0,0,0,0
394000,92000,6.7,367.8,12.3,0,1
394000,94000,3.6,122.8,3,38,1.9
394000,96000,4,235.9,8.7,0,7.5
394000,98000,5.8,502.9,18.5,9.9,19.2
394000,100000,1.7,355.4,17,27.7,1.7
394000,102000,1.5,357.2,17.5,0,0
394000,104000,2.2,389.8,26.8,6.2,2.2
394000,106000,2.5,337.4,21.5,7.6,2.4
394000,108000,1.6,309.2,17.8,10,1.3
394000,110000,0.7,157.5,8.7,1.3,0.7
394000,112000,3.8,598.8,32,2.7,2.1
394000,114000,3.8,268.3,14.5,0.9,0.4
394000,116000,2.2,186,9.6,32,0.6
394000,118000,1.4,259.7,12,85.4,2.3
394000,120000,1.8,225.1,9.6,67.6,4.8
394000,122000,1.8,225.1,9.6,22.5,4.8
394000,124000,6.6,493.6,15.1,119.1,11.5
394000,126000,5,439.3,15.6,12.2,30
394000,128000,4.5,468.1,15.8,2.5,42.1
394000,130000,5.3,577.8,22.6,3.1,45.8
394000,132000,1.6,219.5,13.5,1.2,7.5
394000,134000,0,0,0,0,0
394000,136000,0,0,0,0,0
394000,138000,1,205.4,9.8,23,0.2
394000,140000,1.4,239.8,11.2,0,17.1
394000,142000,0,0,0,0,0
394000,144000,0.7,180.1,9.4,34.4,0.7
394000,146000,0,0,0,0,0
394000,148000,0,0,0,0,0
394000,150000,1.8,155.9,7.3,0,3.6
394000,152000,3.7,311.7,14.6,0,7.1
394000,154000,3.7,311.7,14.6,16,7.1
394000,156000,7.3,396.4,11,16,3.6
394000,158000,8.5,380.3,5.3,0,0.2
394000,160000,10.5,386.9,8,0,0.4
394000,162000,7.9,336.2,7.8,7.4,1.6
394000,164000,11.2,360.3,14.2,84.9,5.5
394000,166000,3.1,90,4.4,0,1.6
394000,168000,4.9,223.9,5.4,5.6,1.6
394000,170000,6.7,231.6,4.2,6.5,0.7
394000,172000,6.7,231.6,4.2,6.5,0.7
394000,174000,6.3,264.6,11.3,1.6,0.3
394000,176000,7.5,344.3,15.6,10.9,4.3
394000,178000,8.8,379.6,15.2,0.8,13.1
394000,180000,8.3,383.7,17.6,1.6,12
394000,182000,6.2,336.2,12.7,1.5,1.8
394000,184000,7.7,329.5,6.9,5.6,1.4
394000,186000,7.9,323.7,5.8,0.5,2.4
394000,188000,5.2,470,19.2,0.2,7.6
394000,190000,5.1,293.1,12.4,0,1.7
394000,192000,4.7,353.5,17.4,0,1.4
394000,194000,3.8,354.5,18.6,0,1.9
394000,196000,0.3,89.4,5.6,0,0.9
394000,198000,0,0,0,0,0
394000,200000,1.5,191.7,15.1,0,0.7
394000,202000,2.2,287.6,22.7,0,1
394000,204000,3.9,212,7.5,7,14.8
394000,206000,3.8,426.3,21.3,14.9,37.3
394000,208000,0,0,0,0,0
394000,210000,6,363.5,18,0,6.7
394000,212000,3.6,224.2,11.6,0.8,15.7
394000,214000,2.1,188.2,9.1,2.8,8.9
394000,216000,4,249.2,15.7,4.8,23.5
394000,218000,7.5,107.8,6.5,2.9,0.7
394000,220000,0,0,0,0,0
394000,222000,0,0,0,0,0
394000,224000,6,229.5,4.6,0,0.7
394000,226000,9.1,310.1,8,1.5,1.2
394000,228000,11.2,399.6,7.5,6.1,3.1
394000,230000,4.9,404.9,11.5,0,8.8
394000,232000,7.7,398.9,12.4,3.3,6.1
394000,234000,5.1,496.2,25.2,0.7,1.6
394000,236000,2,600,37.9,0,2.6
394000,238000,3.8,952.4,59.3,92.4,4.8
394000,240000,10.3,399.8,13.3,81.5,1.3
394000,242000,8.5,299.1,18.7,0.5,2.6
394000,244000,4.4,229.3,16.8,2,1.9
396000,74000,1.7,129.4,3.7,20.9,0.4
396000,76000,6.7,517.4,11.2,162.7,1.6
396000,78000,5,396.7,11.1,41.8,1.7
396000,80000,3.3,267.3,5.6,60.5,1.3
396000,82000,3.4,275.9,5.5,39.6,1.8
396000,84000,2.1,185.1,3.7,24.6,1
396000,86000,1.7,188.3,2,73.9,0.3
396000,88000,1.7,188.3,0,98.5,0.3
396000,90000,2.6,158.7,0,74.3,5.8
396000,92000,5.5,326.9,7.2,75.3,0.4
396000,94000,8.2,393.2,8.9,75.3,2
396000,96000,5.3,132.7,3.5,0,3.1
396000,98000,5.4,395.3,15.1,20.6,11.1
396000,100000,2.4,349.8,15.3,0,6.7
396000,102000,2.2,351.7,15.9,0,5
396000,104000,1.9,708.4,46.5,10.8,3.1
396000,106000,2.6,596.8,41,9.8,2.7
396000,108000,0,0,0,0,0
396000,110000,0,0,0,0,0
396000,112000,2.3,403.8,24.7,11.2,1.7
396000,114000,3,476.2,25.1,31.1,4.4
396000,116000,2.3,357.1,18.8,23.3,3.3
396000,118000,0,0,0,0,0
396000,120000,1.5,224.6,11.9,45,7.9
396000,122000,2.5,448.2,28.3,0,22.1
396000,124000,3.3,418.8,7.1,231,16.7
396000,126000,5.6,341.5,33,0,7
396000,128000,4.8,409.4,17.8,1.6,30.7
396000,130000,4.8,535.1,23.3,4.3,34
396000,132000,3.2,438.9,27,2.5,15
396000,134000,1.6,219.5,13.5,1.2,7.5
396000,136000,0,0,0,0,0
396000,138000,0,0,0,0,0
396000,140000,5.6,959.1,44.8,16.6,68.3
396000,142000,2.2,469.5,16.7,13.4,17.9
396000,144000,0.8,229.8,5.5,5.1,0.8
396000,146000,0,0,0,0,0
396000,148000,0,0,0,0,0
396000,150000,2.5,83.6,1.1,0,2.2
396000,152000,3.5,185.5,6.5,0,5
396000,154000,9,343.9,11.1,3.2,7.2
396000,156000,8.3,262.6,6.9,0,0.3
396000,158000,7.9,344.6,6.3,0,0.7
396000,160000,7.1,324.4,7.5,1.2,0.4
396000,162000,8,313.6,11.5,4.1,2.7
396000,164000,12.3,359.9,17.5,0,6.3
396000,166000,10.5,365.5,16.9,0.8,5.5
396000,168000,2.7,191.1,7.7,1.7,1.4
396000,170000,5.3,382.2,15.4,3.4,2.8
396000,172000,9.5,398.5,8.2,4.1,5.3
396000,174000,9.5,398.5,8.2,8.1,5.3
396000,176000,9.5,398.5,8.2,8.1,5.3
396000,178000,10.4,367.4,8.1,0,16.4
396000,180000,9.9,371.5,10.5,3.5,15.3
396000,182000,7.4,302.8,9.4,5.6,0.9
396000,184000,8.6,294.4,4.8,0,1.3
396000,186000,8.3,310,4.7,0,2.7
396000,188000,6,430,15.6,0.2,6.4
396000,190000,5,308.2,13.6,0,1.7
396000,192000,5,354.7,17.3,0,5.4
396000,194000,4.7,353.5,17.4,0,1.4
396000,196000,1.9,297.4,14.2,8.2,3.2
396000,198000,2,504.4,33.9,0.3,8.4
396000,200000,1.3,336.2,22.6,0.2,5.6
396000,202000,0,0,0,0,0
396000,204000,0.7,182.7,12.4,1.2,0.5
396000,206000,3.2,426,28.8,10.2,0.8
396000,208000,2.6,243.3,16.5,9.1,0.3
396000,210000,1.5,225.6,10.5,0,3.4
396000,212000,1.5,225.6,10.5,15.9,3.4
396000,214000,3.6,249.8,14.4,4.4,19.2
396000,216000,3,186.9,11.8,3.6,17.7
396000,218000,6.9,252.1,8.1,13.4,11.7
396000,220000,3.4,126.1,4,6.7,5.9
396000,222000,7.5,69.5,2,0,0
396000,224000,3.1,136.4,3.2,0,2.7
396000,226000,5.6,112,4.2,6.7,2.5
396000,228000,12,396.5,6.1,39.9,6.3
396000,230000,4.9,404.9,11.5,48.2,8.8
396000,232000,9.3,406.2,13.3,10.2,14.3
396000,234000,3.3,238.1,15.4,0,1
396000,236000,2.2,158.8,10.3,0,0.7
396000,238000,1,74.7,4,23.8,0.8
396000,240000,5,267.4,13.8,48.1,3
396000,242000,6.5,411.5,39.3,4,1.3
396000,244000,3.5,307.8,22.9,0,2.4
398000,76000,2.8,107.1,0.5,64.3,0.8
398000,78000,4.4,236.4,4.8,20.9,1.2
398000,80000,2.5,207,5.5,0,1.4
398000,82000,1.7,138,1.8,39.6,0.9
398000,84000,1.7,138,3.7,0,0.9
398000,86000,2.9,254,1.8,103.9,1.5
398000,88000,3.7,202.9,0,95.4,1.6
398000,90000,0,0,0,0,0
398000,92000,3.9,79.4,3.8,0,2
398000,94000,7.3,172.5,0,10.8,4.1
398000,96000,4.6,106.1,3.6,0,2.5
398000,98000,6.5,307.7,9.4,22.7,6.5
398000,100000,2.4,349.8,15.3,0,6.7
398000,102000,2.4,349.8,15.3,0,6.7
398000,104000,1.8,247.3,10.6,1.2,4.7
398000,106000,1.8,712.8,48.1,10.8,1.4
398000,108000,1.7,367.3,21.8,0,0
398000,110000,2.3,294,19.2,1.9,0.4
398000,112000,3,569.5,36.9,6.8,1.2
398000,114000,3,499.5,28,25.1,3.6
398000,116000,3,476.2,25.1,31.1,4.4
398000,118000,2.4,367.7,20,29.9,4.2
398000,120000,2.2,348.2,20.6,25.7,9.8
398000,122000,2.7,437.1,26.2,11.3,15.5
398000,124000,2.7,437.1,19.7,117,15.5
398000,126000,4.8,389.2,13.7,103.9,5.9
398000,128000,4.8,389.2,27.5,0,5.9
398000,130000,2.6,324,18.5,4.1,4.7
398000,132000,4.1,417.5,23.1,6.1,8.7
398000,134000,2.3,289.8,15.6,4.9,5.3
398000,136000,0.3,63.2,3.6,0.8,0.9
398000,138000,1.7,302.9,14.8,9.1,17.9
398000,140000,4.5,782.5,37.2,25.7,52.1
398000,142000,3,919,22,15.3,3.3
398000,144000,0.8,229.8,5.5,5.1,0.8
398000,146000,0,0,0,0,0
398000,148000,0,0,0,0,0
398000,150000,1.7,379.6,21.9,14.9,1.6
398000,152000,3.4,759.3,43.8,114.9,3.2
398000,154000,3.4,759.3,43.8,114.9,3.2
398000,156000,7.8,318.8,6.2,0,1.4
398000,158000,9.3,364.8,8.6,0,1.6
398000,160000,18.7,432.7,21.4,5.8,3
398000,162000,6.5,298.1,9.5,0,1.5
398000,164000,12.3,359.9,17.5,0,6.3
398000,166000,7,398.2,14.4,21.1,1.7
398000,168000,5.3,382.2,15.4,3.4,2.8
398000,170000,2.7,191.1,7.7,1.7,1.4
398000,172000,4,286.6,11.6,2.5,2.1
398000,174000,8.2,390.1,10.7,34.3,5.1
398000,176000,8.2,390.1,10.7,6.1,5.1
398000,178000,4.1,153,3.6,2,4.9
398000,180000,9.6,457.1,7.5,0,9.4
398000,182000,9.3,487,7.4,0,7.1
398000,184000,10.5,405.8,3.1,0,0
398000,186000,6,296.5,6.8,0.1,2.6
398000,188000,5.2,470,19.2,0.2,7.6
398000,190000,3.7,234.9,10.5,1,1.2
398000,192000,7.9,362.8,14.2,0,15
398000,194000,5.6,315.8,15.4,2.9,5.5
398000,196000,2.5,396.5,18.9,10.9,4.2
398000,198000,2.5,465.5,25.4,8.2,6
398000,200000,3.1,662.8,44.4,1.3,12.5
398000,202000,2.9,285.8,18.7,2.2,4.2
398000,204000,5.7,473.6,30.8,4.1,0.2
398000,206000,2.8,401.4,26.8,2.9,0.7
398000,208000,3.3,405.7,26.9,11.5,1.9
398000,210000,1.6,243.6,13.2,1.8,2.6
398000,212000,2.3,323,15.9,0,3.4
398000,214000,2.4,301.9,15.8,6.7,5.8
398000,216000,1.6,187,9.7,3.3,14.8
398000,218000,4.9,309.6,13.5,52.6,24.7
398000,220000,7.4,313.3,11.2,13.4,18
398000,222000,9.4,355.6,8.6,33.2,6.5
398000,224000,5.1,212.9,4.7,26.5,2.9
398000,226000,6.1,141.9,5,6.7,3.7
398000,228000,7.2,347.9,3.2,99.4,10.1
398000,230000,8.3,389.1,21.1,10.4,2.5
398000,232000,6.4,413.8,21.5,8.5,3.8
398000,234000,3.9,396.7,22.2,3.7,0.6
398000,236000,5,272.6,18.9,6.1,1
398000,238000,6,177.9,14.3,27.8,0.8
398000,240000,3,224,12,0,2.4
398000,242000,8.3,468.9,40.3,0,3.5
398000,244000,11.3,618.5,46,0,2.3
300000,248000,5.6,295.7,1.5,55.7,11.8
300000,250000,6.6,273.9,2.3,17.2,12.4
300000,252000,5.6,388.6,8.7,23.6,3
300000,254000,6.6,374.5,5.4,28.1,5.1
300000,256000,5.5,370,5.4,32,3.7
300000,258000,5.4,314.4,4.8,12,8.8
300000,260000,5.6,277.7,2.2,75,13.8
300000,262000,6.3,363.9,0.6,254.1,6.5
300000,264000,6.3,418.2,2.2,89.9,6.9
300000,266000,6.3,418.2,3,0,6.9
300000,268000,6.3,418.2,3,0,6.9
300000,270000,5.1,396.5,1.4,144.6,6.4
300000,272000,3.5,291.9,0.6,144.6,4.7
300000,274000,4.5,396.2,2.2,144.6,7.4
300000,276000,2.9,312.8,0,167.7,8.4
300000,278000,2.6,170.9,1.4,0,3.1
300000,280000,5.3,341.7,0.7,207.8,6.1
300000,282000,5.3,341.7,1.4,138.5,6.1
300000,284000,5.3,341.7,2.1,69.3,6.1
300000,286000,4,256.3,2.1,0,4.6
300000,288000,5.3,341.7,2.7,0,6.1
300000,290000,7,381.3,2.4,0,7
300000,292000,8.7,421,2.2,0,7.9
300000,294000,8.7,421,1.1,196.8,7.9
300000,296000,8.7,421,0,393.7,7.9
300000,298000,5.9,314.3,0,204.8,6
300000,300000,4.9,278.7,0,141.9,5.3
300000,302000,4.9,278.7,0,141.9,5.3
300000,304000,2.5,332,0,290.9,2.7
300000,306000,3.4,442.7,1.2,97,3.6
300000,308000,4.4,427.1,1.7,78.4,4
300000,310000,5.4,411.4,3.7,0,4.4
300000,312000,2.7,205.7,1.9,0,2.2
300000,314000,1.3,102.9,0,78.4,1.1
300000,316000,0,0,0,0,0
300000,318000,0.3,125.9,1.4,112.2,0
300000,320000,0.9,166.4,2.5,66.7,0.3
300000,322000,1.3,249.6,0,200,0.5
300000,324000,0.9,166.4,0,133.3,0.3
300000,326000,1.7,332.9,0,266.7,0.7
300000,328000,1.7,332.9,0,266.7,0.7
300000,330000,3.1,281.5,0,222.1,1.4
300000,332000,2.6,198.3,0,155.4,1.2
300000,334000,0.6,50.6,0,27.7,0.2
300000,336000,4.7,342,1.5,123.4,2.8
300000,338000,2.6,198.3,0.7,127.7,1.2
300000,340000,5.4,388.6,0.8,246.8,3.6
300000,342000,5.4,390.1,1.5,70.2,4.6
300000,344000,6.8,401.1,0.9,23.2,6.6
300000,346000,7.9,394.3,1.6,34.9,8.8
300000,348000,7.7,367.1,3.5,11.6,15.5
300000,350000,0,0,0,0,0
300000,352000,0,0,0,0,0
300000,354000,0,0,0,0,0
300000,356000,0,0,0,0,0
300000,358000,6.6,319.3,1.5,116.9,4
300000,360000,5.3,313.1,2.3,0,6.6
300000,362000,5.5,288.4,2.8,0,5.6
300000,364000,6.3,214.4,4.2,0,2.7
300000,366000,7,244.5,4.3,0,3.5
300000,368000,9.2,334.8,4.4,0,5.7
300000,370000,7.3,275.9,3.6,5.8,6.4
300000,372000,10.7,434,5.8,11.5,14.4
300000,374000,4,208.5,4.3,0,0.5
300000,376000,7.3,369.9,7.1,32.7,1.4
300000,378000,9.3,461.9,8.5,65.3,2.2
300000,380000,0,0,0,0,0
300000,382000,0,0,0,0,0
302000,248000,5.4,337.6,2.1,27.9,11.3
302000,250000,4.4,247.1,0.8,0,6.6
302000,252000,4.9,328.8,8.3,5.9,1.7
302000,254000,7.7,385,3.3,32,5.4
302000,256000,7.7,385,3.3,32,5.4
302000,258000,6.4,309.5,2.4,0,6.1
302000,260000,6.4,309.5,2.4,0,6.1
302000,262000,6.4,309.5,1.2,148.8,6.1
302000,264000,6.4,380.3,1.9,97.7,5.8
302000,266000,6.3,418.2,3,0,6.9
302000,268000,6.3,418.2,2.2,89.9,6.9
302000,270000,2.5,208.8,0,145.8,4.5
302000,272000,1.9,208.5,1.6,55.9,5.6
302000,274000,2.9,312.8,1.6,111.8,8.4
302000,276000,1,104.3,0,55.9,2.8
302000,278000,3.7,273.9,0,155.8,6.8
302000,280000,4,256.3,0,207.8,4.6
302000,282000,5.3,341.7,0,277.1,6.1
302000,284000,5.3,341.7,0,277.1,6.1
302000,286000,4,256.3,0.7,138.5,4.6
302000,288000,5.3,341.7,2.7,0,6.1
302000,290000,6.1,361.5,2.6,0,6.5
302000,292000,8.7,421,2.2,0,7.9
302000,294000,8.7,421,1.6,98.4,7.9
302000,296000,9.3,379.2,0,210.4,10.1
302000,298000,7.7,306.2,0,250.6,1.5
302000,300000,4.9,278.7,2.5,70.9,5.3
302000,302000,6.8,322.9,1.3,184.4,4.9
302000,304000,6.5,275.4,0,223.3,3.3
302000,306000,6,404.9,0,342.8,4
302000,308000,3.4,442.7,1.2,97,3.6
302000,310000,3.9,434.9,2.1,0,3.8
302000,312000,4.9,419.3,2.2,78.4,4.2
302000,314000,4.7,309.9,1.5,88.1,3.5
302000,316000,2,104.2,0.5,9.7,1.3
302000,318000,0.6,251.9,1.4,224.4,0
302000,320000,0.7,209.1,0,178.9,0.2
302000,322000,3.3,294,1,189.6,0.3
302000,324000,0.4,83.2,2.5,0,0.2
302000,326000,1.3,249.6,0,200,0.5
302000,328000,1.7,332.9,2.5,200,0.7
302000,330000,2.4,234.9,0,149.8,0.7
302000,332000,1.9,151.7,0,83.1,0.5
302000,334000,2.6,202.3,2,27.7,0.7
302000,336000,2.6,202.3,2.7,0,0.7
302000,338000,2.6,202.3,2.7,0,0.7
302000,340000,4.5,470.4,5.5,109,4.4
302000,342000,4.7,328.6,2.2,46.8,2.3
302000,344000,3.4,232.8,1.7,0,2.5
302000,346000,7.7,367.1,3.5,11.6,15.5
302000,348000,7.6,382.9,2.8,137.9,13
302000,350000,0,0,0,0,0
302000,352000,0,0,0,0,0
302000,354000,2,80.5,0.6,14.6,1.6
302000,356000,8,322.1,2.3,58.4,6.4
302000,358000,10.6,482,3.8,67.7,4.8
302000,360000,10.6,482,3.8,67.7,4.8
302000,362000,8.2,458.6,5.9,38.1,4.2
302000,364000,6.2,476.7,11.2,114.2,0.5
302000,366000,6.3,557.1,13.7,152.3,0.6
302000,368000,6.8,522.6,13.1,153.5,3
302000,370000,7.4,321.8,5.7,5.8,9.8
302000,372000,10.7,380.9,5,1,11.3
302000,374000,8.1,166.2,2,2.9,1.3
302000,376000,10.6,447.8,7.7,1,2.5
302000,378000,9.9,484.3,8.4,12.2,2.8
302000,380000,11.6,449.9,11.8,0,6.4
302000,382000,0,0,0,0,0
304000,248000,4.7,292.6,3.2,0,4.2
304000,250000,5.3,333.8,0.8,76.3,6.2
304000,252000,3.5,231.6,2,76.8,1
304000,254000,7.7,385,3.3,32,5.4
304000,256000,7.7,385,3.3,32,5.4
304000,258000,11.4,691.3,6,93.7,9.6
304000,260000,3.2,154.8,1.2,0,3
304000,262000,6.7,277.3,1.8,23.6,3.3
304000,264000,6.6,342.4,2.3,15.7,4.7
304000,266000,6.3,418.2,3,0,6.9
304000,268000,3.2,209.1,0,179.7,3.5
304000,270000,0,0,0,0,0
304000,272000,1.9,208.5,3.2,0,5.6
304000,274000,3.1,302.8,1.9,111.8,8.2
304000,276000,1,104.3,0,55.9,2.8
304000,278000,4,392,0,236.5,8.4
304000,280000,2.4,305.4,0,224.9,4.7
304000,282000,3.4,192.5,0,139.6,2.6
304000,284000,6.4,374.2,0,278.6,5.5
304000,286000,6,363.4,0.4,138.5,5.7
304000,288000,5.3,341.7,2.1,69.3,6.1
304000,290000,5.3,341.7,1.4,138.5,6.1
